pe_deliver,-0.8053764317865914
kardiye_gaye,-0.9507836721630598
hain_inki,-0.8897370054528325
achi_lagti,-1.131770604548671
kia_bataun,-0.9528400663175768
dikhaye_gaye,-1.0322154213134085
wese_hi,-0.985424215112497
bus_ek,-1.1295506272258806
hai_laken,-1.1325203724068844
mota_hai,-0.9323129084922751
mashaallah,-1.182467403401093
deliver,-1.1316519847051623
bethay,-1.082906570807791
colours,-1.074834973630568
mujhe_pasand,-1.0666394902646008
quality_achi,-1.0949986093445936
pehnay_mein,-1.0656499435596969
garam_hai,-1.202613497039345
dekhnay_mein,-1.0942458049245218
bhot_achi,-1.0468219904628724
inki,-1.1949545227974832
inse,-1.0251687937123004
aur_material,-1.1491251373450695
magar_bas,-0.959047171478774
that,-1.0920141718718035
tha_who,-0.94944001085498
boht_acha,-1.1567472903521976
boht_achi,-0.9697618707803248
lush,-0.9667997585100473
sbse,-1.0293556427073676
favorite,-0.9929452399232326
kafi_acha,-1.0719724791904512
munasib,-1.1227341153060544
tang,-1.1969657037095702
rkhta,-1.1404992674741665
kabhi_kabhi,-1.2367505078165322
thii,-1.1126930659487775
ayee,-1.0767829444537085
awesome,-1.1150281322053621
print,-1.066147978402113
mjhy,-1.2268338611168215
really,-1.153581339054189
jesa,-1.2074699197480603
pic_me,-1.0570279896622485
rha,-1.133568208289765
experience,-1.1687700789654485
darazpk,-1.03789381063903
it,-1.177580281373677
info,-1.0927783702688447
na_aye,-1.028466149271369
contact,-1.1009523138773523
pictures,-1.1669080243130023
pehnne_mein,-1.0900562770147468
pura,-1.1594190135417148
pehn_kar,-1.0427531501708114
waala,-1.0354120251696124
aur_size,-1.1436014001350088
waghaira,-1.0964229530652367
koi_shikayat,-1.0650013230758788
mutameen_hoon,-1.0750847777738946
sandal,-1.0848602047485365
hia,-1.0733710135622525
pehenne_mein,-1.018570007188693
aram,-1.160356638118241
aram_se,-1.174174434356431
bohat_khush,-1.1135927353047033
read_more,-1.0694596350547336
chappal,-1.0559165121520788
bhee_nai,-1.0624113660277665
sahee_hai,-1.0350205285163216
hojata_hai,-1.1287413168694025
bahut_achi,-0.981486983523162
chiz,-1.045340524947191
mujhy,-1.1751884128877912
hin,-1.1882833921311953
laikin,-1.1270316650048455
wakai,-1.1597376464007711
sensor,-1.2051208523882182
percent,-1.227419524482242
ok,-1.1520972859509513
is_not,-1.0940250578986825
give,-1.171551615906983
stars,-1.0301988703739764
tb,-1.1787934767272952
ghari_hai,-1.075839181283967
saray,-1.1184834037091114
mujhse,-1.0384306626644526
meine,-1.1753809783780111
leather,-0.9740433274980249
mazboot,-1.0366793356842827
itnee,-1.2210292280974868
strap,-1.0758721274176795
dial,-1.158282727199576
colour,-1.127445818284639
is_price,-1.2451582597984858
naheen,-1.1281332894857772
dekhny,-1.0782573973768457
achi_lag,-1.1670181906874957
kesi,-1.106060227579163
upload,-1.134904422208131
kamzor,-1.2522705493754316
ankhon,-1.0039014092235714
quality_bhee,-1.1599221702431313
achi_quality,-1.2005226612087962
bhot_acha,-1.1079696516902116
hei,-1.1213435390851707
flavour,-1.1023387500582358
isay,-1.1211401907564336
nahee,-1.065146924548994
iski_quality,-1.1304273336126167
bike_ko,-1.1605313535593362
yay,-1.1251972394351066
cover,-1.1265113287377424
issue,-1.1042846232314327
jati_hai,-1.1640961241329857
sahee,-1.0053816744528052
kapre,-1.1584529443163294
khareeda_hai,-1.0014676322532499
waqaii,-1.0822884455621762
poora,-1.1074063282668476
mujhe_tou,-0.9653073636005841
apnee,-1.0607531721898096
cc,-1.0925847639608808
thora_sa,-1.173061483365495
nuksan,-1.0393102678182802
kasam_se,-1.0514321103987665
hee_acha,-0.9831745450666406
watt_ki,-0.6161191282061347
waqai,-1.0540277678390246
bright_hai,-0.8171635842848083
ki_warranty,-0.9371799067273148
kuch_zyada,-1.1662936329755218
hee_sahee,-1.057471652764255
effective,-1.0645540242417908
achi_cheez,-0.9506075624614092
chal_rahi,-1.152505465636642
review,-1.1749518944866777
banta_hai,-1.137201112029621
belt,-1.0277988433175413
saktay_hain,-1.088179976986777
achi_product,-1.1007778955003158
dunga,-1.1709523785151472
product,-1.1061070205877948
dada,-1.175635054957769
ka_bachpan,-1.1555006140340853
ke_saamne,-1.140044800311793
raha_hun,-0.9732275440751947
lun,-1.0957506880748784
ho_jaye,-1.1744448946967225
tuk,-1.0126917212346493
kamra,-0.9654663869694433
yaha,-1.2437943124661555
ho_rhi,-1.1557459087245068
bohoot,-1.0188425127067107
accha,-1.1373636818182724
bolnay,-1.0442357762677377
saktay,-1.076618124628519
chaiye,-0.9872082809687253
pirzada,-1.0911729408271855
nahien,-1.0316067820671782
lag_rahi,-1.1195968646927883
ho_rha,-1.0708360591362491
silsila,-1.1421758468259788
bnane,-1.024822463721965
khoob,-1.1741270881341714
bhabi,-1.0676206166795255
up,-1.043705299797158
haji,-1.244795780811372
hafiz,-1.0306270505946389
hukumat_nay,-1.0475530996470837
lazmi,-1.1219165934348618
fouji,-1.0442952178449105
janab_altaf,-1.1193623240398893
pakistani_siasat,-1.237078010030249
muttahida_qaumi,-1.0346383476694294
balkay,-1.1059902211974801
bohot_say,-1.1050607208116303
mutanaza,-1.064194514884335
inhain,-1.1512098896211642
datay,-1.1305611347854119
aisay,-1.207086621556175
baqa,-1.093791168762011
benazir,-1.0827509111080464
hissa_liya,-1.2046360626976373
august,-1.2557725783715723
general_zia,-1.093725067467207
maut,-1.1187023549189046
munaqid,-1.0260908277172345
peopleas_party,-1.0248469451809314
wazeer_e,-1.187570753024506
gayein,-1.224481166968943
kay_saath,-1.093382026773946
kaye,-1.133878325857008
jail,-1.2121566153422787
bhaj,-1.1265858758678338
dia_gaya,-0.9573695834485337
agar_chay,-1.0457648686121621
jaat,-1.0538515389559968
aie,-1.0942116987273744
maslan,-1.1552208825769557
nakam,-1.1425734676768606
qaumi_assembly,-1.0882499951228033
leye_unhon,-1.066472391224557
apas,-1.1202287650856582
qayam,-1.1383588512510612
channels,-1.110603301485516
hukumat_kay,-0.9726848993713874
chalanay,-1.1874975366635514
ka_alan,-1.2189503926525858
ghazi,-1.1014095281778262
jaisay,-1.2979623969282392
keye_gaye,-1.1937236594459513
gaien,-1.1144983628245415
asia,-1.0902100379219173
darya,-0.9939854994370756
rakhti_hai,-1.1918031855597382
naat,-1.0475385378671807
kay_mutabiq,-0.9559122012977199
siasat,-1.2070851380135788
haliya,-1.0264183826069095
aik_taweel,-1.1497198014922005
arsay,-1.1384287148273156
sawanah,-0.9787689154790801
condoleezza_rice,-1.2254926399363373
french,-1.1629322823805368
le_liya,-1.201954490827722
daad,-1.0055451035325522
lekin_inho,-1.041036447077252
apni_tamam,-1.0647106289477062
rakhi,-1.224982662240616
husun,-1.1537130004018932
se_bharpor,-1.0217451536570095
university_se,-1.1696956720611447
professor,-1.1195054287491166
mutalliq,-1.0802347765513198
gehri,-1.1213423735705497
in_dino,-1.1500631381465531
control,-1.1947829515204316
george_bush,-0.9943419867246216
vote,-1.251795466802178
rahen,-1.1072104359872135
teacher,-1.1626937520991547
gher,-1.1469259410287997
mukhalif,-1.0358590965074144
jo_log,-1.2220312814284418
himayat,-1.2083384822761796
ke_baiys,-1.1915145824658324
bajae,-1.0990260212799066
apni_taleem,-1.0578111854374013
sarojini_naidu,-1.1902529857306927
siyasatdaan,-1.1261533061764732
thin_aur,-1.188104538936085
bilashuba,-1.1196205025838757
khuwateen,-1.137717814411216
e_awwal,-1.1196617292592626
bengali,-1.2703520418964855
poetry,-1.0357317120941272
actor,-1.2204179656727916
paai,-1.198885783813424
zaheen,-1.0046377289982993
macha,-1.21082619522172
sarojini,-1.2012426147842847
telugu,-1.160297477698425
persian,-1.0396876077455124
aboor,-1.0571109872849087
mein_dilchaspi,-1.0466592975693174
rakhti_thin,-1.210363653336713
paae,-0.9914151084868675
kuch_dair,-1.1431319151366552
kahe,-1.0019426579709398
paa,-1.1840542649216057
nazam,-1.0958216302183843
ki_beti,-1.133214744221431
science,-1.1014764519718077
ke_bajae,-1.1975248585530058
ke_natije,-1.2708529271344045
apne_doston,-1.089900474804581
copy,-1.1339851538055725
bheji,-1.0742865836933206
kam_umer,-0.9819204634016846
likhe,-1.1642373340603054
angrezi,-1.0950121288284265
ki_khatir,-1.0703224684821353
bad_azaa,-1.0602117258656576
mulaqatein,-1.0495204625349168
ki_nazmon,-1.2835965814954509
hindustani,-1.1365873600484526
raju,-1.1631068131141078
kar_li,-1.2213072621531693
kamiyab_rahi,-1.0843102252329873
alfaaz,-1.0679709138337992
khobi,-1.092187324618147
aasani,-1.021419068911502
golden,-1.0984865613039205
mil_gaya,-1.2107479412865065
azaadi_ke,-1.177400250572744
nikala,-1.0436125534553948
kaha_tha,-1.1511224850350084
ki_jaddojehad,-1.0115765411029158
gandhi_ji,-1.0640618980968615
maddah,-1.107388929414733
darasal,-1.1473746143665513
ali_jinnah,-0.9960305621475145
he_quaid,-1.1373432062622992
khitab,-1.079255907008963
jane_wali,-1.1279359966074514
huqooq,-1.013921772635419
manaya_jata,-0.9803070320068487
allama_raghib,-1.0728746619451668
ahsan,-1.137573566436887
sahafi_aur,-1.112722504344567
ahsan_ne,-1.0232067061031715
angrez,-1.151087969741901
mulazmat_ke,-1.0319235906134876
sahafat,-0.9897044703222435
pesha,-1.0749717254584978
star,-1.2643059465454298
maulana_mohammed,-1.0931141447256971
ali_jauhar,-1.0163397623261354
ne_allama,-0.989646996251512
raghib_ahsan,-1.0473123411680405
qalam,-1.0227239784511122
news_paper,-1.1169606804095493
mudeer,-1.0192906429954167
angez,-0.9845808879297899
murattab,-1.1247340605328675
khat,-1.115158620516178
be_had,-1.0957650623093225
naujawano,-1.0465184010857362
milne,-1.2109798823767028
kamil,-1.1025351278108464
muslim_league,-1.213406689896565
is_haqiqat,-1.1167210974405481
jitney,-1.0864996662916788
mohammed_ali,-1.2926158678592825
mein_numayan,-1.0681894630314333
april,-1.0254177337215031
azam_mohammed,-0.8503861574113512
arz,-0.9835004905358395
mujh_par,-1.0833236805956385
bebaki,-1.0710851721254524
zinda,-1.175143339359876
tank,-1.1141264925902166
intekhabat_mein,-1.1984951998295723
zamana,-1.1517548542781946
punjab_assembly,-1.0103306290531553
ikhtelaf,-1.0979544524104847
opposition,-1.0810647574758085
najaiz,-1.0960964751336935
aisey,-1.1515016606775856
kay_khilaf,-1.1428034930030642
bhoot,-1.2739199493905269
wasail,-1.1772903507520542
kartay_rahay,-1.0011604825854001
shahbaz_sharif,-1.088793990111942
sifarish,-1.2428443241339062
dekhaya,-1.0132695389463067
dour,-1.1914352630531193
akhrajat,-1.0673835715923157
forum,-1.1824328016846413
conference,-1.1901766020840319
taqreer,-1.1033951470649155
lanat,-1.1614445816893542
kardiya,-1.161362815911428
ijlas,-1.2035937477174412
ahmadabad,-1.0756095096985043
ibrahim_ismail,-1.1239211215604465
aa_gaey,-1.0225733504524437
chundrigar,-1.1677017346629135
chundrigar_ne,-1.0549850611326985
bombay_se,-1.1344882225526138
i_chundrigar,-1.1675003505829937
wakalat,-1.0018755904927716
pur_josh,-1.0796452374358239
corporation_ke,-1.0338165891903746
shehri,-1.2042961736581592
chunache,-1.1764281303319952
lete,-1.0347407147137806
assembly_mein,-1.1258462743777298
muntakhib_hue,-1.0633494552379488
barresagher,-1.1081663039841734
unhi,-1.1544955029932844
is_amar,-1.0589729818155726
habib,-1.0300101728750346
mohammed,-1.1936000596858762
bad_aza,-1.0958310974456191
is_program,-1.0851630013978133
khidmaat_anjaam,-1.0524268958236234
mauzoo,-1.0997548946475715
aik_aesi,-0.9851048400908745
tayyar,-1.0626477101729328
mazkora,-1.0482166348465665
ilaqon,-1.032364873015819
bil_aakhir,-1.0837549461570015
october,-1.124004821070528
tijarat,-1.0682314594422346
kirdar_adaa,-0.9678887713437638
wazeer,-1.1146825496637873
tarbiyat_hasil,-1.0635326750453382
pasandi,-1.1215121717999659
khan_abdul,-1.1258680187321268
ghaffar_khan,-1.0998945631305965
pakhtoon,-1.1094786747449148
shaksiyat,-1.1342899195247673
britannia,-1.1176305417069212
dour_mein,-1.0180201523154382
adam,-1.124758878520147
tashadud,-1.2206233675721168
maddahon,-1.1252214348444045
bacha_khan,-1.1602024427442743
wardi,-1.117670358124515
jata_tha,-1.047355553151283
act,-1.0588190798402044
hogaye,-1.172300307300803
raj,-1.0478786133022346
nakami_ka,-1.1624379412665136
hayat,-1.0824118678393853
iman,-1.107103058952371
keya_geya,-0.9039783247623361
chay,-1.074920390066269
issi_baras,-1.0435779388101136
ke_bawajud,-1.075253623566371
huya,-1.1176232074282764
dafan,-1.0816614778430926
thanda,-1.0562142116228959
rakhne_wale,-1.1487147721193038
rohani,-1.257141905842107
badshah,-1.0951864958155364
kangri_house,-1.0177524585916309
pir_pagara,-1.1135913060855611
khalifa,-1.0155547101742224
daur_mein,-1.141817584992546
tashreef,-1.1361252226505556
lae,-1.020138325193856
mehran,-1.120282135598464
riha,-1.022073125107174
tarap,-0.9716957798024829
janib,-1.0917303486860097
jamat,-1.113144833276195
rehti_hain,-1.0488207450198768
ke_wahid,-1.1557522417943644
politician_the,-0.9650643897899991
pir,-1.185922309068242
sahib,-1.198568850959452
mukhalfeen,-1.0722991404601256
saamne,-1.0982111405669495
maeyne,-1.1655813012839524
jinhe,-1.2233550493900014
taba,-1.1800035189245224
zia_ul,-1.0559194780601995
politicians,-1.111309552156485
private,-0.9874479785523484
khuwaja,-1.0781645030435525
muhammad_rafiq,-1.0116231378834746
nawaz,-1.2071456997141738
ur_rehman,-1.207587014086539
sadar_e,-1.0055838738300458
jamaton,-1.1898954167715126
justice_r,-0.9721682230046642
mile,-1.0900929346589734
sindh_assembly,-1.1794610665869396
choron,-1.0081023006116865
peche,-1.0666632133473606
finance,-1.031034429136584
city,-1.0827011326659703
paya_jata,-1.0941877733457641
lar,-1.1838379093241767
jaye_gi,-0.867401219842637
nataij,-1.1147837970581222
shaukat,-1.0879254617757712
mashi,-1.0583199209429173
bhetareen,-1.0452500054113751
ne_kha,-1.0680076308273816
opposition_ke,-1.0841220191020506
bhara,-1.1358115870894425
mulik,-1.1156883848508614
is_waqat,-1.1652517041871087
saudi_arab,-1.1882552923879524
se_khitab,-1.1406093971843136
karte_hoye,-1.1967005903345582
mulik_mein,-1.0616158043667931
corruption,-1.246600464718789
iran,-1.1529480415182138
mushtarka,-1.0567559091003118
press_conference,-1.0934350843612946
hoe,-1.111063089226451
april_ko,-1.174633900205193
istaqbal,-1.006331148896055
f,-1.0865393275662116
jangi,-1.1229138179811737
azam_shaukat,-1.0101849360341846
yaqini,-1.0345264254275959
sasti,-1.1806592567311065
farhami,-1.0475691902284787
ka_fasla,-1.0265197541213202
box,-0.9654890123918171
chukka_hai,-1.2274609106451186
ati,-1.1671945878289964
khuwab,-1.0708619413704876
aj_tak,-1.1146698366314012
deye,-1.16806522721183
bengal,-1.044676712235632
ke_member,-0.9883274406065253
satah_par,-1.1772520770760349
kaam_karne,-1.1975600413819945
muqarrar_hue,-1.1538745459854065
a_qarardad,-1.057525901798572
hindu,-1.0871014043314975
fasadaat,-1.1622665350136132
ki_sazish,-1.066298681248839
khilaf_warzi,-1.1152995935464098
suhrawardy,-0.9976943343308164
andaaz_mein,-1.1605957452619529
niazi,-1.169101286653536
all_rounder,-1.059704520877333
khan_niazi,-1.0082666167824794
alla,-1.1762696655793992
thi_jis,-1.2123540809369107
iss_dour,-1.019326085780878
retirement,-1.1113972575596744
kamon_mein,-1.147765439157995
sadarti_award,-1.0458734921975141
imtiaz,-1.2447981163678956
sirf_cricket,-0.9771705708530622
bahir,-1.1763678787901435
play,-1.123508986626369
khatab,-1.0003809163790602
bartanvi,-1.080718189167473
jemama,-1.1418861810580827
karliya,-1.12227611600602
name,-1.1396337363076596
saki,-1.1225689894439024
pakistani_awam,-1.022264980101269
hassil,-1.0598012675352213
kay_intakhabat,-1.0113749703323849
seat,-1.0917680190776027
ta_hum,-1.0690284780413037
akhbarat,-1.181902782297171
kardiya_gaya,-1.0231180154501838
karney,-1.1578400297689653
jack,-1.223333949731317
ki_amad,-1.0850201712270038
pir_ali,-1.139536187644235
muhammed_rashdi,-1.0686428380486515
adab,-1.2376795720912606
sahafat_aur,-1.1225958406210628
besh,-1.0683243506056797
baha,-1.0362106026979279
urdu_adab,-1.2670261953064956
rashdi,-1.1327083606836938
mazameen,-1.162216602998748
likhne,-1.0175492400285548
rashdi_ne,-0.9745440661284652
mein_shamoliyat,-1.0701108072431051
ikhteyar,-1.2087461515803233
sadarat,-1.1503138188140307
tareekhi,-1.0174125937954523
haji_sir,-0.9966580956846027
alehdgi,-1.129233030296815
jamaa,-1.0265104454032226
saaz,-1.0122610289804101
ijlaas,-1.0012251730333042
gai_thi,-1.2213015518093537
wakeel,-0.9597815873506468
zehar,-1.1290626753185058
editor,-1.1636213409406329
ki_raah,-1.136023535465195
maal,-1.0430843681060105
aezaaz,-1.0873660058221006
ataa,-1.0055138565080224
ksi,-1.1309745944240934
hui_thi,-1.1243867315119624
maulana_kausar,-1.1744235623670543
ki_riwayat,-1.179484875667197
ain,-1.076737290336539
mutabiq,-1.0777491604121259
kausar_niazi,-1.0315591865569913
shair,-1.1271606338638258
johar,-1.189229145366861
jamat_e,-0.9472545722617436
hai_jinho,-1.0724121301972196
apna_naam,-1.1053703803731723
sir_abdullah,-1.095920065851426
haroon,-1.0202434495476325
ke_zamane,-1.20631311373704
brothers,-1.1351216473518277
jab_tak,-1.177800345614646
behtari,-1.064010790810939
ho_jaey,-1.1456572810878543
darja,-1.030372542899054
de_diya,-1.2377414223940193
ke_ineqad,-1.0590728047727611
karda,-1.2028489925393706
working,-1.1648368976018673
qarardad,-1.0929906732448569
mohsin,-1.0463418035140117
mukammal_taur,-1.0660547495600623
aagah,-1.1950987421744643
ki_roshni,-1.0344448473374892
dushwari,-1.1786029933010378
aamriyat_ke,-1.1915869088072535
bharte,-1.0409031972845812
badar,-1.2384695160599288
jumle,-1.1085200914896212
izafa,-1.0876846869659256
kar_sakte,-0.9852770095178179
se_talluq,-0.9820369577624821
rehna,-1.0611657216335306
gai_lekin,-1.0288305242256113
batai,-1.0645021507265526
ek_tou,-1.1280843544643049
top,-1.151008320691724
material,-1.0870358796416602
aatay,-1.0961382194660503
hee,-1.2324180167319014
daal_dia,-1.033061645727014
achi_h,-1.0543763397421795
khubsurat,-1.2155734899769106
kay_hisab,-1.1420828578726883
dekha_jaye,-0.9899079955954092
watch,-1.1368221490418007
colors,-1.044419769812999
sharp,-0.9992600578914507
stuff,-1.183428384322396
chota,-1.1947383913491911
bohat_kam,-1.1067817950800487
soft,-0.9886727598653393
bhee_bohat,-1.1108536417199961
asani_se,-1.1033527920515858
dress,-1.0156180553002323
kay_paas,-1.0721447952184604
hojaye,-1.058263913488118
apkay,-1.0789953827611367
locket,-1.027188979262
aisi,-1.1731999328566425
chain,-1.1181509146853488
buri,-1.110909039712029
price_kay,-1.081608885014291
hisaab_sey,-0.954729614111151
acha_laga,-1.2480311921314644
mashallah,-1.2783803319945253
allah_bless,-1.1146868091039661
month,-1.0868275840340236
ramadan,-1.1558448269046961
jazak_allah,-1.196729399195519
quality_wise,-1.087760075743796
laken,-1.1657586426017792
ghayab,-1.14698364488478
notice,-1.1244276910555226
lagti,-1.1715716828650984
ashfaq_ahmed,-1.0864099537925918
naamwar,-1.1712072082466707
qeyam_e,-1.047893927630339
adbi,-1.2598951797710363
afsana,-1.0405914765768447
ka_baiys,-1.0300797723905253
punjabi,-1.0805532282656174
takhleeqi,-1.120503775476818
nasar,-1.2024056711056388
ke_hisse,-1.1906288603229194
apni_makhsoos,-1.0216688643222032
maqbool_aam,-1.0980636156136376
arsey_tak,-1.116996081964858
chalta,-1.1520475594271207
dramon,-1.1181241848672319
zoor,-1.0672977066127896
dete_the,-1.0977681374962198
guftugo_karte,-1.1746068508043586
qudrat,-1.0991717046289546
novel,-1.0717159298188041
faiz_ahmed,-1.0909462875250735
ghalib,-1.083453180262626
shaiyr,-1.0072655385600486
maulvi,-1.0406601962734694
ustaad,-1.2396243345360447
likhne_likhane,-1.075697281372011
guzari,-1.093911376021541
yadgaar,-1.143565544815738
bazaar,-1.003508682296653
saghar,-1.1513746546546177
latif,-0.9549272522633397
sahir,-1.2035777470904039
shad,-1.0076583108015391
kise,-1.1116938206897276
lafz,-1.1147014800026798
muslim_watan,-1.0283276723300343
chaudhry_rehmat,-0.9571738317194963
never,-1.1120470448291653
shaya,-1.0734007317761214
aaa,-1.031024743726321
kashmir,-1.1560933361769892
asa,-1.03624342105308
ley_ker,-1.1011148232906984
apakistana,-1.0358947143476736
banay,-1.1304529876421188
june,-1.2580331007358867
nikla,-1.1792192029638633
syed,-1.1214953756318047
kazmi,-0.9828831395703881
nawab,-0.9113902261786978
mazmon,-1.1192329081586796
congress_ki,-1.229190114884386
policies,-1.110972688351882
ki_sorat,-1.0512846966063376
sahafi,-1.1693008749821643
shayar,-1.0028876354898277
gorakhpuri,-1.0122512541582984
hasiat,-1.1131067483425572
roshni,-1.090497533670022
key_dauran,-1.2741333221120104
pakistan_zindabad,-0.961148650426163
fitrat,-1.0983101636794346
mizaj,-1.2094075089404916
nazakat,-1.0575426576929257
insani_hoqoq,-1.0613852358871403
mashi_aur,-0.9958814859230374
dai,-1.2079673265538777
ki_zamanat,-1.0687139601200597
socialist,-1.0903152608521691
khawateen_women,-1.0494949008485086
february,-1.180637614305779
ke_akhiri,-1.0950639413546852
alami,-1.0595937728871596
mein_socialist,-1.0978884958970463
qarar_deya,-1.0992089143745472
gayi,-1.2572346215076349
tajwiz,-1.0473204487567087
diya_jaye,-1.1324451623810092
ke_doran,-1.2106141699430717
akar,-1.1841950527571556
russia_mein,-1.0199964242373798
tehrik,-1.0671286344938193
samne_aaya,-1.1592685733565242
lag,-1.177625436009577
paas,-1.026063660490737
mustaqbil_mein,-1.139206315008195
muqam,-1.1179950466586486
ahmiyat,-1.1174479611771424
khari,-1.1369685266841867
par_amal,-1.0336863591850076
aati_hai,-1.15387866552449
bhi_zarori,-1.0419546383013931
bahesiyat,-1.0491496776204952
tashdud,-1.2017914410363986
jar,-1.0460023540382444
khatam_karne,-1.021612105454527
qawanin,-1.0587671722493937
nahi_balke,-1.1704265233311462
aham,-1.1706290618063269
sir_syed,-1.0545328763878807
ne_molvi,-1.0797398737781885
abdul_haq,-1.1031672236089536
makhsos,-0.9538349747511354
baba_e,-1.0815222982049213
molvi_abdul,-1.2035343176360607
mahir_e,-1.078749782695803
tanqed,-0.9684844060469838
lughat,-1.0470640798750281
urdu_college,-1.087801111103523
aaj_hum,-0.9684418485246917
apna_kaam,-1.0889674972444383
mutale,-1.003786398328894
adi,-1.1610631958577802
adat,-1.0701115055334178
nigar,-1.0420829893365835
thak,-1.0374073174134792
sunte,-1.091855939559386
e_urdu,-1.032271586168917
anjuman_e,-1.0141423446309532
taraqi_e,-1.023345397776319
molvi_sahib,-1.3055124098470523
qadem,-1.2380534836666017
shura,-1.0241288441999858
ki_ashat,-1.0979673724262193
tarajum,-1.1771790035278595
books_mein,-1.0450686061988612
ki_fehrist,-1.0725973553972974
mujahid,-1.1289293719236333
paya,-1.1154899550904687
nasar_nigari,-1.1721359460532845
ki_tehriron,-1.0894054863410154
tehrir,-1.2152982560787486
albata,-1.1909097450870105
tabi,-1.0894967599767242
mazamin,-1.0718033812373648
taqrir,-1.0976169832502922
mustahiq,-1.0729482294542343
rawani,-1.0523280313303927
ajeeb,-1.1505648802888473
sachai_aur,-1.1173029610125786
behas,-1.0580603051809165
bari_baat,-0.9917530796439994
ja_rahi,-1.201721730512974
jumlon,-1.0394920787449018
mali,-1.1086483882578966
noor_khan,-1.042679189752631
mutasir,-1.1216196218145826
ke_naamwar,-1.0560704450596339
nayab,-1.1897405782362862
majmoi,-1.0595765650497841
kalam,-1.1843947971215731
nizami,-1.1622130871936158
ras,-1.1709969638237048
qaumi_zaban,-1.0564838898061022
ilmi,-1.3007291591401935
mayari,-1.0893336772464022
hot,-1.012603051485455
serials,-1.0333971471559442
mustaqil,-1.0824489401936261
zehni,-1.1160589822643683
muaawza,-1.1295452299716173
garhi,-1.066065411765294
films,-1.078083467435881
films_mein,-1.1135950697125307
aaega,-1.0612875434978075
pan_ka,-1.0606804946727373
film_industry,-1.1726100446500127
karon,-1.0588132010040212
careem,-1.1304165803523503
videos,-1.1235559783190252
dua_karo,-1.066444320335556
wali_bat,-1.071065910447667
samj,-1.0933769226883854
x,-1.1212153203104247
promo,-1.144339092911087
offer,-1.0015449710596998
lagana,-1.1670858395815484
miley_ga,-0.9453718534906344
k_bary,-1.0497072606800766
kuch_seekha,-1.0479687200770724
rhy_hain,-1.1711833029038545
word,-1.0719734248231756
website,-1.1752702016061967
bna,-1.1573275904678384
os,-1.1359390628087886
lay,-1.1167631282805581
ah,-1.0128293165818474
chata,-1.007355401915564
then,-1.0696237478955966
mri,-1.0741542019021377
i_need,-1.0725927641791033
help,-1.217926667597793
krta_hun,-0.9818177588998389
road_per,-1.076519444577385
zindgi,-1.050427135840673
missing,-1.0505005910577498
alot,-1.0695413806308753
trouser,-1.0764740938865787
mausam,-1.1115176615725275
inki_quality,-0.9625769488099795
bohot_acha,-1.0169754942128473
mere_paas,-1.0461774730923943
large,-1.031675751209086
hotay_hain,-1.061771356407244
mota,-1.0321759817730969
wese,-1.1664876417840975
chalay,-1.0659060997260432
jeans,-1.074723702257783
bohot_achi,-1.0538131709356424
v,-1.1414997179874997
tshirts,-0.9818184376437245
ilawa,-1.0998994434334792
sabko,-1.128080495647538
ahan,-1.0728251031867397
nice,-1.2422149587977138
hud,-1.0764912395937083
puranay,-1.0420119620662092
mp,-0.9897390456939007
camera,-1.1359583818996908
result,-1.2483254929977965
wifi,-1.0526191516506693
acha_phone,-1.0487127301155812
slow,-1.0946903521078317
over_all,-1.030452690095195
pyara,-1.1054303079156265
performance_se,-1.0332344495516508
dikhne_mein,-1.0366112840264223
itna_acha,-1.171134434395276
hang,-1.1124078673795272
horaha_hai,-1.057388186709436
aise_hi,-1.052906823227362
look,-1.0493903514734584
choice,-1.1021371835723945
dark,-0.9814019674123687
picture,-1.1037005464461793
paish,-1.083191564317941
ram,-0.9995446499856869
perform,-1.0912350067814014
hang_hojata,-1.0886666694422562
pata_chalta,-0.9726720675871308
budget,-1.0382080576538377
model,-1.0826529954096855
kaun,-1.0640687267035829
muje,-1.212596813690496
saat,-1.062605878451906
mela,-1.048614006413136
mujay,-1.2138351672682974
install,-1.0740732179872448
amazing,-1.1535514160724474
karta_ha,-1.0113367287606572
alag,-1.2798228692894662
pehchan,-1.0404591415287585
zabrdast,-1.0733291012907709
kmal,-0.8739207206535501
it_s,-1.1840468016948644
good,-0.9377412446398397
dance,-1.1284860771013212
zinda_bad,-0.8499011219335965
goi,-1.023843391503057
sain,-1.0385067916232429
khai,-1.029917339759629
arey,-1.054560168398836
i_?,-0.3605703902410604
ager,-1.2532823387963297
sudhar,-1.0106742493028664
jayn,-1.1110110540499076
kram,-0.9919721637137794
tm_log,-1.1320611197079784
compare,-1.078503727426979
insult,-1.0962811499205012
this,-1.0619848841523984
kar_lia,-1.027881587087374
awla,-1.0750347836061989
thy_ab,-1.0214939292772238
bhai_behan,-1.010447002936215
farma_ameen,-1.045545422330804
asi,-1.1323902767153942
rkhe,-0.9663894535902057
mola,-1.1183706953139743
tamasha,-1.123222630283224
khara_ho,-1.0769544907563056
public,-1.1147497638032597
minute_ki,-1.032710759187152
huma,-1.1054857839435814
dana,-1.1457727451432702
tamaam,-1.0886808767062375
haina,-1.0794198357379796
hoo,-1.1225173198990293
msg,-1.0710165534178069
paisa,-1.1983734658679581
giya,-1.151177804632364
kre,-1.135204271955416
suma_ameen,-1.0702213495750814
enter,-1.029453863744151
